Title,Author
Amelia Bedelia's first apple pie,"Parish, Herman."
Amelia Bedelia's first day of school,"Parish, Herman."
Amelia Bedelia's first field trip,"Parish, Herman."
Amelia Bedelia's first valentine,"Parish, Herman."
Amelia Bloomer : a photo-illustrated biography,"Lickteig, Mary J."
Amelia Earhart,"Dunn, Joeming W."
Amelia Earhart,"Mara, Wil."
Amelia Earhart,"McLeese, Don."
Amelia Earhart,"Schaefer, Lola M., 1950-"
Amelia Earhart,"Sutcliffe, Jane."
Amelia Earhart : a photo-illustrated biography,"Rosenthal, Marilyn S., 1940-"
Amelia Earhart : female pioneer in flight,"Mortensen, Lori, 1955-"
Amelia Earhart : legendary aviator,"Anderson, Jameson."
Amelia hits the road,"Moss, Marissa."
Amelia lends a hand,"Moss, Marissa."
Amelia takes command,"Moss, Marissa."
Amelia to Zora : twenty-six women who changed the world,"Chin-Lee, Cynthia."
Amelia works it out,"Moss, Marissa."
Amelia writes again,"Moss, Marissa."
"Amelia's are-we-there-yet, longest ever car trip","Moss, Marissa."
Amelia's family ties,"Moss, Marissa."
Amelia's fantastic flight,"Bursik, Rose."
"Amelia's itchy-twitchy, lovey-dovey summer at Camp Mosquito","Moss, Marissa."
Amelia's notebook,"Moss, Marissa."
Amelia's war,"Rinaldi, Ann."
Amelie the seal fairy,"Meadows, Daisy."
America is--,"Borden, Louise."
America the beautiful,"Bates, Katharine Lee, 1859-1929."
America the beautiful : together we stand,"Bates, Katharine Lee, 1859-1929."
America's flags,"Kinocraft, Inc. ; a film by Mykola Kulish ; written by Jovida Hill."
America's might,"Stone, Lynn M."
America's Paul Revere,"Forbes, Esther."
America's songs of liberty,"Kinocraft, Inc. ; a film by Mykola Kulish ; written by Jovida Hill."
America's symbols,"Kinocraft, Inc. ; a film by Mykola Kulish ; written by Jovida Hill."
American Civil War. Almanac,"Hillstrom, Kevin, 1963-"
"American Civil War. Biographies. Volume 1, A-K","Hillstrom, Kevin, 1963-"
American Civil War. Primary sources,"Hillstrom, Kevin, 1963-"
American coins and bills,"Cooper, Jason, 1942-"
American curl cats,"Murray, Julie, 1969-"
American dreams,"Madonna, 1958-"
American Girl Parties,Williams Sonoma.
American history on file. Volume I,"George Ochoa and Melinda Corey, editors."
American history on file. Volume II,"George Ochoa and Melinda Corey, editors."
"American history, fresh squeezed! : 41 thirst-for-knowledge-quenching poems","Shields, Carol Diggory."
"American Indian tribes. Volume 1, Culture areas tribes and traditions Abenaki - Missouri","edited by the editors of Salem Press ; project editor, R. Kent Rasmussen."
"American Indian tribes. Volume 2, Tribes and traditions Miwok - Zapotec, appendixes","edited by the editors of Salem Press ; project editor, R. Kent Rasmussen."
American mastodon,"Clay, Kathryn."
American poetry,edited by John Hollander.
American Revolution : almanac,"Bigelow, Barbara."
American Revolution : battles and leaders,"Aaron R. Murray, editor."
American Revolution : reference library cumulative index,"Lawrence W. Bake, index coordinator."
"American Revolution. Volume 2, K-Z : biographies","Schmittroth, Linda."
American shorthairs,"Holland, Gini."
Americana adventure,"Garland, Michael, 1952-"
Among the barons,"Haddix, Margaret Peterson."
Among the betrayed,"Haddix, Margaret Peterson."
Among the brave,"Haddix, Margaret Peterson."
Among the enemy,"Haddix, Margaret Peterson."
Among the hidden,"Haddix, Margaret Peterson."
Among the impostors,"Haddix, Margaret Peterson."
Amphibians,"Berne, Emma Carlson."
Amphibians,"Schuetz, Kari."
Amphibians : a 4D book,"Lee, Sally, 1943-"
Amulet keepers,"Northrop, Michael,"
Amy and the missing puppy,"Barkley, Callie."
Amy is a little bit chicken,"Barkley, Callie."
Amy Namey in ace reporter,"McDonald, Megan."
"Amy, the amethyst fairy","Meadows, Daisy."
An A from Miss Keller,"Polacco, Patricia."
An alligator ate my brother,"Olson, Mary W."
An ant's day off,"Becker, Bonny."
An author's odyssey,"Colfer, Chris, 1990-"
An early American Christmas,"DePaola, Tomie, 1934-"
An egg is quiet,"Aston, Dianna Hutts."
An Elephant & Piggie biggie! Volume 2,"Willems, Mo,"
An extraordinary egg,"Lionni, Leo, 1910-1999."
An inside look at the U.S. Navy Seals.,"Funk, Joe."
An orange for Frankie,"Polacco, Patricia."
An unsinkable ship,"Brezenoff, Steven."
Ananse and the lizard : a West African tale,"Cummings, Pat."
Ananse's feast : an Ashanti tale,"Mollel, Tololwa M. (Tololwa Marti)"
Anansi and the magic stick,"Kimmel, Eric A."
Anansi and the moss-covered rock,"Kimmel, Eric A."
Anansi and the talking melon,"Kimmel, Eric A."
Anansi does the impossible! : an Ashanti tale,"Aardema, Verna."
Anansi goes fishing,"Kimmel, Eric A."
Anansi the spider : a tale from the Ashanti,"McDermott, Gerald."
Ancient China,"Deady, Kathleen W."
Ancient China : dig up the secrets of the dead,"Spilsbury, Louise."
Ancient Egypt,"Costain, Meredith."
Ancient Egypt,"Deady, Kathleen W."
Ancient Egypt,JWM Productions.
Ancient Egypt,"Steele, Philip, 1948-"
Ancient Egypt : dig up the secrets of the dead,"Dickmann, Nancy."
Ancient Egyptian art,"Hodge, Susie, 1960-"
Ancient Greece : dig up the secrets of the dead,"Dickmann, Nancy."
"Ancient Greece and Rome. Volume 1, [Achaea-Delphi] : an encyclopedia for students","Carroll Moulton, editor in chief."
"Ancient Greece and Rome. Volume 2, [Demeter-Law] : an encyclopedia for students","Carroll Moulton, editor in chief."
"Ancient Greece and Rome. Volume 3, [Legion-Roman Numerals] : an encyclopedia for students","Carroll Moulton, editor in chief."
"Ancient Greece and Rome. Volume 4, [Rome-Zeus] : an encyclopedia for students","Carroll Moulton, editor in chief."
Ancient Greece and the Olympics : a nonfiction companion to Hour of the Olympics,"Osborne, Mary Pope."
Ancient Greek art,"Hodge, Susie, 1960-"
Ancient Greek children,"Tames, Richard."
Ancient Greek homes,"Middleton, Haydn."
Ancient Greek jobs,"Middleton, Haydn."
Ancient Greek women,"Middleton, Haydn."
Ancient Greeks,"Pipe, Jim, 1966-"
Ancient Olympics,"Gaff, Jackie."
Ancient Romans,"Jay, David."
Ancient Rome : dig up the secrets of the dead,"Dickmann, Nancy."
Ancient West African kingdoms,"Shuter, Jane."
And here's to you!,"Elliott, David, 1947-"
And the dish ran away with the spoon,"Stevens, Janet."
And the good brown earth,"Henderson, Kathy, 1949-"
And the winner is---,"Morgan, Melissa J."
"And then what happened, Paul Revere?","Fritz, Jean."
And to think that I saw it on Mulberry Street,"Seuss, Dr."
Andrew Johnson,"Burgan, Michael."
Andy Shane and the pumpkin trick,"Jacobson, Jennifer, 1958-"
Angel face,"Weeks, Sarah."
Angel Island,"Mortensen, Lori, 1955-"
Angelina and Alice,"Holabird, Katharine."
Angelina and Henry,"Holabird, Katharine."
Angelina and the princess,"Holabird, Katharine."
Angelina at the fair,"Holabird, Katharine."
Angelina ballerina,"Holabird, Katharine."
Angelina Ballerina's invitation to the ballet,"Holabird, Katharine."
Angelina ice skates,"Holabird, Katharine."
Angelina on stage,"Holabird, Katharine."
"Angelina, star of the show","Holabird, Katharine."
Angelina's baby sister,"Holabird, Katharine."
Angelina's birthday,"Holabird, Katharine."
Angelina's Christmas,"Holabird, Katharine."
Angelina's Halloween,"Holabird, Katharine."
Angkat : the Cambodian Cinderella,"Coburn, Jewell Reinhart."
Anglerfish,"Coldiron, Deborah."
Animal antics : the beast jokes ever,"Schultz, Sam."
Animal ark : celebrating our wild world in poetry and pictures,"Alexander, Kwame,"
Animal babies,"Squire, Ann."
Animal babies. 2,"Elwood, Ann."
Animal discoveries,"Orr, Tamra."
Animal homes,"Hewitt, Sally."
Animal life cycles : growing up in the wild,"Hare, Tony."
Animal quack-ups : foolish and funny jokes about animals,"Dahl, Michael."
Animal tracks : wild poems to read aloud,"Ghigna, Charles."
Animal trunk : silly poems to read aloud,"Ghigna, Charles."
Animalia,"Base, Graeme."
"Animals at work : how animals build, dig, fish, and trap","Kaner, Etta."
Animals building homes,"Perkins, Wendy."
Animals helping after disasters,"Zeiger, Jennifer,"
Animals helping at home,"Raatma, Lucia,"
Animals helping at work,"Squire, Ann."
Animals nobody loves,"Simon, Seymour."
Animals of the coral reef,"Stone, Lynn M."
Animals raising offspring,"Perkins, Wendy."
Animals should definitely not wear clothing,"Barrett, Judi."
Animals with backbones,"Pascoe, Elaine."
"Animals, animals, animals!","Baker, Liza."
Animation magic : a behind-the-scenes look at how an animated film is made,"Hahn, Don."
Anklet for a princess : a Cinderella story from India,"Brucker, Meredith Babeaux."
Ankylosaurus,"Cohen, Daniel, 1936-"
Ankylosaurus,"Lee, Sally."
Ankylosaurus and other mountain dinosaurs,"Dixon, Dougal."
Ann plants a garden,"Blackaby, Susan."
Anna & Samia : the true story of saving a black rhino,"Meisel, Paul,"
Anna's best friends,"Webster, Christy."
Anna's table,"Bunting, Eve, 1928-"
"Annabelle Swift, kindergartner","Schwartz, Amy."
Anne of Green Gables,"Montgomery, L. M. (Lucy Maud), 1874-1942."
Anne of Green Gables,"Tanaka, Shelley."
Annie and Snowball and the Pink Surprise,"Rylant, Cynthia."
Annie and Snowball and the shining star : the sixth book of their adventures,"Rylant, Cynthia."
Annie and Snowball and the Thankful Friends,"Rylant, Cynthia."
Annie and Snowball and the Wintry Freeze :,"Rylant, Cynthia."
Annie and the wild animals,"Brett, Jan, 1949-"
Annie Bananie,"Komaiko, Leah."
Annie Glover is not a tree lover,"Beard, Darleen Bailey."
"Annie Oakley, sharp shooter","Blair, Eric."
Annie was warned,"Krosoczka, Jarrett."
Anno's Counting book,"Anno, Mitsumasa, 1926-"
Anno's magic seeds,"Anno, Mitsumasa, 1926-"
Anno's mysterious multiplying jar,"Anno, Masaichirō."
"Anook, the snow princess","Wilhelm, Hans, 1945-"
Another important book,"Brown, Margaret Wise, 1910-1952."
Another point of view : readers theater fairy tales & activities,"Polette, Nancy."
"Another quest for Celeste : a story about Abe Lincoln, honesty, and the power of friendship","Cole, Henry, 1955-"
Antarctica,"Bagley, Katie."
Antarctica,"Rau, Dana Meachen, 1971-"
Ants and other social insects,"Venn, Cecilia."
Ants and termites,"Claybourne, Anna."
Ants don't wear pants! : a Toon book,"McCloskey, Kevin,"
Any fin is possible,"O'Hara, Mo."
Anya the cuddly creatures fairy,"Meadows, Daisy."
Anyone but me,"Krulik, Nancy E."
Apatosaurus : a 4D book,"Gagne, Tammy."
Apes and monkeys,"Taylor, Barbara, 1954-"
Appalachian plateau,"Bennett, Doraine, 1953-"
"Apple : the company and its visionary founder, Steve Jobs","Lüsted, Marcia Amidon."
Apple countdown,"Holub, Joan."
Apple fractions,"Pallotta, Jerry."
Apple orchard race,"Klein, Abby."
Apple picking time,"Slawson, Michele Benoit."
Apple pie 4th of July,"Wong, Janet S."
Apple-y ever after,"Mason, Jane B."
Apples,"Gibbons, Gail."
Apples and honey : a Rosh Hashanah story,"Zucker, Jonny."
Apples and pumpkins,"Rockwell, Anne F."
"Apples to Oregon : being the (slightly) true narrative of how a brave pioneer father brought apples, peaches, pears, plums, grapes, and cherries (and ","Hopkinson, Deborah."
"Apples, apples, apples!","Kann, Victoria."
Approaching the undead,"Specter, Baron, 1957-"
April adventure,"Roy, Ron, 1940-"
April fool!,"Ruelle, Karen Gray."
April fool!,"Ziefert, Harriet."
April Fool's Day,"Keene, Carolyn."
April Fools' fiasco,"Roy, Ron, 1940-"
Apt. 3,"Keats, Ezra Jack."
Aqualicious,"Kann, Victoria,"
Aquamarine,"Hoffman, Alice."
Aquila's drinking gourd : a story of the Underground Railroad,"Dell, Pamela."
Arabian horses,"Murray, Julie, 1969-"
Arachnids,"Dell, Pamela."
Arbor Day,"Ansary, Mir Tamim."
Arbor Day,"Cooper, Jason, 1942-"
Arcade catastrophe,"Mull, Brandon, 1974-"
Archie's alien disguise,"Mass, Wendy, 1967-"
Arctic Ocean,"Spilsbury, Louise."
Are pirates polite?,"Demas, Corinne."
Are we there yet?,"Mackall, Dandi Daley."
Are we there yet? : using map scales,"Gonzales, Doreen."
Are you a bee?,"Allen, Judy."
Are you an ant?,"Allen, Judy."
Are you my mother?,"Eastman, P. D. (Philip D.)"
Are you ready to play outside?,"Willems, Mo."
Arf and the greedy grabber,"Wooderson, Philip."
Arf and the metal detector,"Wooderson, Philip."
Arf and the three dogs,"Wooderson, Philip."
Ark angel,"Horowitz, Anthony, 1955-"
Armadillo at Riverside Road,"Galvin, Laura Gates, 1963-"
Armadillo rodeo,"Brett, Jan, 1949-"
Armadillo tattletale,"Ketteman, Helen."
Armadillo's orange,"Arnosky, Jim."
Armadilly chili,"Ketteman, Helen."
Around the world in eighty poems,selected by James Berry ; illustrated by Katherine Lucas.
Around the world with money,"Cooper, Jason, 1942-"
Art & Max,"Wiesner, David."
Art show mystery,"Robins, Eleanor."
Artemis Fowl,"Colfer, Eoin."
Artemis Fowl : the eternity code : the graphic novel,"Colfer, Eoin."
"Artemis Fowl, the graphic novel","Colfer, Eoin."
"Artemis Fowl, the graphic novel. [2], The Arctic incident","Colfer, Eoin."
Artemis Fowl. The Arctic incident,"Colfer, Eoin."
Arthur accused!,"Krensky, Stephen."
Arthur and the big blow-up,"Krensky, Stephen."
Arthur and the cootie-catcher,"Krensky, Stephen."
Arthur and the Crunch cereal contest,"Krensky, Stephen."
Arthur and the lost diary,"Krensky, Stephen."
Arthur and the poetry contest,"Krensky, Stephen."
Arthur and the popularity test,"Krensky, Stephen."
Arthur and the Scare-Your-Pants-Off Club,"Krensky, Stephen."
Arthur Ashe,"Strand, Jennifer."
Arthur makes the team,"Krensky, Stephen."
Arthur meets the President,"Brown, Marc Tolon."
"Arthur R. Ashe, Jr.","Donohue, Moira Rose."
Arthur rocks with Binky,"Krensky, Stephen."
Arthur writes a story,"Brown, Marc Tolon."
Arthur's April fool,"Brown, Marc Tolon."
Arthur's back to school day,"Hoban, Lillian."
Arthur's camp-out,"Hoban, Lillian."
Arthur's Christmas,"Brown, Marc Tolon."
Arthur's computer disaster,"Brown, Marc Tolon."
Arthur's family treasury : three Arthur adventures in one volume,"Brown, Marc Tolon."
Arthur's first sleepover,"Brown, Marc Tolon."
Arthur's Halloween,"Brown, Marc Tolon."
Arthur's heart mix-up,"Brown, Marc Tolon."
Arthur's honey bear,"Hoban, Lillian."
Arthur's jelly beans,"Brown, Marc Tolon."
Arthur's loose tooth,"Hoban, Lillian."
Arthur's mystery envelope,"Krensky, Stephen."
Arthur's new puppy,"Brown, Marc Tolon."
Arthur's perfect Christmas,"Brown, Marc Tolon."
Arthur's science fair trouble,"Brown, Marc Tolon."
Arthur's teacher trouble,"Brown, Marc Tolon."
Arthur's Thanksgiving,"Brown, Marc Tolon."
Arthur's valentine,"Brown, Marc Tolon."
Artificial satellites,"Fretland VanVoorst, Jenny, 1972-"
Aru Shah and the end of time,"Chokshi, Roshani,"
Aru Shah and the Tree of Wishes,"Chokshi, Roshani,"
As brave as you,"Reynolds, Jason."
As the crow flies : a first book of maps,"Hartman, Gail."
Asia,"Graf, Mike."
Asian holidays,"Winchester, Faith."
Ask the bones : scary stories from around the world,selected and retold by Arielle North Olson and Howard Schwartz ; illustrated by David Linn.
Astronaut in training,"Clay, Kathryn."
At the Battle of Bull Run : an interactive battlefield adventure,"Braun, Eric, 1971-"
Athena the brain,"Holub, Joan."
Atlantic Ocean,"Spilsbury, Louise."
Atlas of the North American Indian,"Waldman, Carl."
Attack of the Fiend,"Delaney, Joseph, 1945-"
Attack of the kraken,"Sherry, Kevin."
Attack of the mutant underwear,"Birdseye, Tom."
Attack of the ninja frogs,"Vernon, Ursula."
Attack of the paper bats,"Dahl, Michael."
Attack of the shadow smashers,"Cummings, Troy,"
Attack of the shark-headed zombie.,"Doyle, Bill."
Attack of the tagger,"Van Draanen, Wendelin."
Attack of the Valley Girls,"Trine, Greg."
Attack on the high seas!,"James, Brian, 1976-"
ATV racing,"McAuliffe, Bill."
ATV riding,"Maurer, Tracy, 1965-"
ATVs,"Savage, Jeff, 1961-"
Audrey and Barbara,"Lawson, Janet (Janet M.)"
Audrey's tree house,"Hughes, Jenny, 1967-"
Auggie & me : three wonder stories,"Palacio, R. J.,"
Aunt Chip and the great Triple Creek dam affair,"Polacco, Patricia."
Aunt Eater loves a mystery,"Cushman, Doug."
Aunt Eater's mystery Christmas,"Cushman, Doug."
Aunt Eater's mystery Halloween,"Cushman, Doug."
Aunt Eater's mystery vacation,"Cushman, Doug."
Aunt Harriet's Underground Railroad in the sky,"Ringgold, Faith."
Aunt Lucy went to buy a hat,"Low, Alice."
Auntie Claus,"Primavera, Elise."
Auntie Claus and the key to Christmas,"Primavera, Elise."
Auschwitz,"Shuter, Jane."
Australia,"Bagley, Katie."
Australia,"Petersen, David, 1946-"
Australia,"Somervill, Barbara A."
Australia and Oceania,"Porter, Malcolm."
Avalanche alert,"Burchett, Jan."
Avalanche Annie : a not-so-tall tale,"Wheeler, Lisa, 1963-"
Avalanche freestyle,"Ciencin, Scott."
Awful Ogre's awful day,"Prelutsky, Jack."
Axle Annie,"Pulver, Robin."
Aye-aye,"Owings, Lisa,"
B is for badger : a Wisconsin alphabet,"Wargin, Kathy-jo."
B is for beaver : an Oregon alphabet,"Smith, Marie, 1951-"
B is for blue crab : a Maryland alphabet,"Menendez, Shirley, 1937-"
B is for bluegrass : a Kentucky alphabet,"Riehle, Mary Ann McCabe, 1959-"
